text,label
How many villians were in No. 25?,0
How many villains are there in the table where the number is 25?,1
"what being the maximum year where regular season is 4th, northwest",0
"What is the maximum year where the Regular Season is ""4th, Northwest""?",1
"what is the total number of playoffs where regular season is 6th, southwest",0
How many teams made the playoffs based on a regular season ranking of 6th in the Southwest conference?,1
what is the maximum division,0
"What is the maximum value in the ""Division"" column from the table?",1
" what's the league where regular season is 2nd, northwest",0
What is the league of the team that has a regular season ranking of 2nd in the Northwest?,1
what are all the regular season where year is 2011,0
What is the regular season for the year 2011?,1
How many titles have the number 11,0
Count the number of titles in the table where the column with the value 11 is present.,1
How many have Mrs. briar as a villain,0
"How many entries in the table have ""Mrs. Briar"" as the villain?",1
how many have the number 8,0
How many entries in the table have the value 8 in the column named #?,1
"How many have the title ""the tale of the room for rent""",0
"How many entries in the table have the title ""The Tale of the Room for Rent""?",1
What is the name of the episode told by Kiki and directed by Will Dixon?,0
Retrieve the title of the entry where the storyteller is Kiki and the director is Will Dixon.,1
"Who is the storyteller in the episode called ""The Tale of the Jagged Sign""?",0
"What is the storyteller associated with the title ""The Tale of the Jagged Sign""?",1
Who wrote Episode #3?,0
What is the writer associated with the entry where the number is 3?,1
"Who are the villains in the episode titled ""The Tale of the Forever Game""?",0
"What is the villain associated with the title ""The Tale of The Forever Game""?",1
"How many villains appeared in the episode titled ""The Tale of the Virtual Pets""?",0
"How many villains are there in the table where the title is ""The Tale of The Virtual Pets""?",1
Who are the villains in the episodes where Megan is the storyteller and Lorette LeBlanc is the director?,0
Retrieve the villains from the table where the Storyteller is Megan and the Director is Lorette LeBlanc.,1
What is the largest # for an episode that was written by Allison Lea Bingeman?,0
What is the maximum value in the # column from the table where the Writer is Allison Lea Bingeman?,1
Name the species when petal width is 2.0 and petal length is 4.9,0
What is the species of the flower where the petal width is 2.0 and the petal length is 4.9?,1
Name the sepal width for i.virginica with petal length of 5.1,0
What is the sepal width of the species I.virginica when the petal length is 5.1?,1
Name the number of species with sepal width of 3.4 and sepal length of 5.4,0
How many entries in the table have a sepal width of 3.4 and a sepal length of 5.4?,1
Name the sepal length for sepal width of 2.8 and petal length of 5.1,0
Retrieve the 'Sepal length' from the table where 'Sepal width' is 2.8 and 'Petal length' is 5.1.,1
Name the sepal width when sepal length is 6.5 and petal width is 2.2,0
Retrieve the sepal width from the table where the sepal length is 6.5 and the petal width is 2.2.,1
Name the sepal lengh when sepal width is 2.9 and petal width 1.3,0
Retrieve the 'Sepal length' from the table where 'Sepal width' is 2.9 and 'Petal width' is 1.3.,1
Who is the director and what number is the episode for episode #1 of Are You Afraid of the Dark season 3?,0
Count the number of directors where the condition # equals 1.,1
Who is the director of the episode whom Scott Peters is the writer?,0
What is the director of the movie where the writer is Scott Peters?,1
Who is the villain in episode #7?,0
What is the villain associated with the entry where the ID is 7?,1
Who wrote episode #1 in season 7?,0
Count the number of writers where the condition # equals 1.,1
When did the episode written by Jim Morris air?,0
What is the US air date from the table for the writer named Jim Morris?,1
What was Datsun Twin 200's fastest lap?,0
"What is the fastest lap time for the race named ""Datsun Twin 200""?",1
"In the Datsun Twin 200 race, what was the fastest lap?",0
"What is the fastest lap time for the race named ""Datsun Twin 200""?",1
What's the report for the True Value 500?,0
Retrieve the Report from the table where the Name is equal to True Value 500.,1
What was Johnny Rutherford's fastest lap while Al Unser was the pole position?,0
What is the fastest lap time driven by Johnny Rutherford when Al Unser took pole position?,1
What's the report on Penske Racing winning while the pole position was Al Unser?,0
How many reports are there where the pole position is Al Unser and the winning team is Penske Racing?,1
"Which countries have a scouting organization that was founded in 1926, and joined WOSM in 1930?",0
What is the country of the scouting organization that joined WOSM in 1930 and had its member organization founded in 1926?,1
"Does Venezuela admit only boys, only girls, or both?",0
What is the admits boys/girls from the table where the country is Venezuela?,1
"Which organizations were founded in 1972, but became WOSM members until 1977?",0
What is the name of the member organization that was founded in 1972 and joined WOSM in 1977?,1
"Does the Scout Association of Hong Kong admit boys, girls, or both?",0
What is the admits boys/girls information for The Scout Association of Hong Kong from the table?,1
"Does the Ghana Scout Association (founded in 1912) admit boys, girls, or both?",0
"What is the admits boys/girls figure for the member organization ""The Ghana Scout Association"" that was founded in 1912?",1
What is the model number introduced May 1999?,0
What is the maximum model value from the table where the introduction date is May 1999?,1
What is the print resolution (FPI) for December 2002?,0
What is the print resolution (DPI) of the table entry where the introduction date is December 2002?,1
What is the maximum memory for the model discontinued in November 2001?,0
What is the maximum memory for items that were discontinued in November 2001?,1
What is main presenters of La Granja?,0
"What is the main presenter for the local title ""La Granja""?",1
What is the main presenter of bulgaria?,0
What are the main presenters from Bulgaria?,1
How many winners are there of farma?,0
"How many winners are there in the table where the local title is ""Farma""?",1
What is the most cup goals for seasson 1911-12?,0
What is the maximum number of cup goals in the 1911-12 season?,1
What is the league apps for season 1923-24?,0
Select the League and Apps columns from the table where the Season is 1923-24.,1
What is the team for season 1911-12?,0
What is the team associated with the season 1911-12?,1
what's the minimum attendance with score  10.16 (76) – 9.22 (76),0
What is the minimum attendance value where the score is 10.16 (76) minus 9.22 (76)?,1
who's the premier with in 1970,0
What is the Premier value for the season 1970?,1
who are all the runner-up for premier in richmond,0
What is the runner-up when the Premier is Richmond?,1
what is the minimum attendance with score 8.16 (64) – 8.12 (60),0
What is the minimum attendance when the score is 8.16 (64) – 8.12 (60)?,1
How many mileposts are there on Anne Street?,0
How many mileposts are there on Anne Street?,1
Which street is 12.2 miles long?,0
Retrieve the street names from the table where the milepost is 12.2.,1
Where does Route 24 intersect?,0
What is the location where the roads intersected are equal to Route 24?,1
Where is milepost 12.8?,0
Retrieve the location from the table where the milepost is 12.8.,1
What is the minimum amount for wool for 2001-02?,0
What is the minimum value for the year 2001-02 where the commodity is Wool?,1
Who were the operational owners during the construction date of April 1892?,0
Who are the operational owners of the table entries where the build date is April 1892?,1
Where can you find Colorado and Southern Railway #9?,0
What is the disposition of the table entry where the Operational owner(s) is Colorado and Southern Railway #9?,1
"What is the wheel arrangement for the train in Riverdale, Georgia?",0
"What is the Wheel arrangement (Whyte notation) for the table entry where the Disposition is Riverdale, Georgia?",1
When was the train 2053 built?,0
What is the build date of the item with serial number 2053?,1
How many wheels does the train owned by Texas and New Orleans Railroad #319 have?,0
How many wheel arrangements (Whyte notation) are there for the Texas and New Orleans Railroad #319?,1
Which college has the men's nickname of the blazers?,0
"What is the institution associated with the entry where the Men’s Nickname is ""Blazers""?",1
Name the joined for the wolfpack women's nickname,0
"What is the value of the ""Joined"" column where the ""Women’s Nickname"" is ""Wolfpack""?",1
Name the left of the Lady Pilots.,0
"What is the value of the ""Left"" column where the ""Women’s Nickname"" is ""Lady Pilots""?",1
"Name the women's nickname when the enrollment is 1500 in mobile, Alabama.",0
"What is the Women’s Nickname of the student with Enrollment number 1500 located in Mobile, Alabama?",1
"Which conference is in Jackson, Mississippi?",0
"What is the current conference of the team located in Jackson, Mississippi?",1
What is the men's nickname at the school that has the lady wildcats women's nickname?,0
"What is the ""Men’s Nickname"" from the table where the ""Women’s Nickname"" is ""Lady Wildcats""?",1
"What is the Mens Nickname for the member location of Jacksonville, florida?",0
"What is the nickname of the mens team located in Jacksonville, Florida?",1
What is the enrollment for the institution that was founded in 1866 and is a private/(african methodist) type?,0
What is the maximum enrollment of institutions founded in 1866 that are of private or African Methodist type?,1
"That is the year founded for the institution location of Nashville, Tennessee?",0
"What is the minimum year a company was founded in Nashville, Tennessee?",1
What is the year the institution Tougaloo College joined?,0
"What is the value of the ""Joined"" column for the institution named ""Tougaloo College""?",1
What is the date of vacancy when the date of appointment is 28 november 2007 and replaced by is alex mcleish?,0
What is the date of the vacancy where the date of appointment is 28 November 2007 and the person replaced by is Alex McLeish?,1
What is the date of appointment when the date of vacancy is 21 december 2007?,0
What is the date of the appointment from the table where the date of vacancy is 21 December 2007?,1
Who replaced when team is wigan athletic?,0
"What is the value of the column ""Replaced by"" from the table where the ""Team"" is ""Wigan Athletic""?",1
What is the date of vacancy when the team is manchester city and replaced by is mark hughes?,0
What is the date of the vacancy where the team is Manchester City and the person replaced by is Mark Hughes?,1
What is the date of appointment when replaced by is roy hodgson?,0
What is the date of the appointment where the replacement was Roy Hodgson?,1
Who replaced when position in table is pre-season?,0
"What is the value of the column ""Replaced by"" where the ""Position in table"" is ""Pre-season""?",1
How many games had a score value of 813.5 in post-season play?,0
How many entries in the table have a Points value of 813.5?,1
Did any team score games that totaled up to 860.5?,0
"What is the value of the ""Play-off"" column where the ""Points"" column equals 860.5?",1
What was the score of the game when the team reached a record of 6-9?,0
What is the score associated with the record number 6-9?,1
What type institution is point park university,0
What is the type of the institution called Point Park University?,1
"How many institutions are located in wilmore, kentucky and private",0
"What is the maximum value of the ""Founded"" column from the table where the Type is Private and the Location is Wilmore, Kentucky?",1
point park university is what type of institution,0
What is the type of the institution called Point Park University?,1
how many founded dates are listed for carlow university 1,0
How many institutions are founded at Carlow University?,1
"Who wrote the episode titled ""black""?",0
"Who is the writer of the title ""Black""?",1
"Who are the writers for the episode ""solo""?",0
"What is the writer of the movie titled ""Solo""?",1
what is the original air date of the episode no in season 9?,0
What is the original air date of the episode where the number in the season is 9?,1
"What is the title of the episode written by denis leary, peter tolan and evan reilly?",0
"What is the title of the movie written by Denis Leary, Peter Tolan, and Evan Reilly?",1
"How many episodes were titles ""voicemail""?",0
"How many entries in the table have the title ""Voicemail"" and are directed by someone?",1
When was Kamba active?,0
Select the active dates from the table where the name is Kamba.,1
What was the cyclone's pressure in the storm that death was equal to 95km/h (60mph)?,0
What is the pressure when the deaths are 95km/h (60mph)?,1
What were the active dates for the storm that had 185km/h (115mph) deaths?,0
What is the date of the active event where the deaths occurred at 185km/h (115mph)?,1
What was the damage (usd) from the cyclones that measured 1003hPa (29.62inHg) pressure?,0
What is the Damage (USD) when the Pressure is 1003hPa (29.62inHg)?,1
 what's the average where high score is 120,0
What is the average value where the high score equals 120?,1
 what's the player where 50 is 2 and n/o is 0,0
Select the Player from the table where 50 equals 2 and N/O equals 0.,1
 what's the player where inns is 21,0
What is the player who has played 21 innings?,1
Which general election had a pq majority and a 44.75% of the popular vote?,0
What is the name of the general election where the result was a PQ majority and the percentage of the popular vote was 44.75%?,1
What is the least number of candidates running were there when 80 seats were won?,0
What is the minimum number of candidates from the table where the number of seats won is 80?,1
How many seats were won in the election with 125 candidates?,0
What is the number of seats won from the table where the number of candidates is 125?,1
How many weeks are there?,0
What is the maximum value of the Week column in the table?,1
How many people attended the game against the indianapolis colts?,0
How many attendances are there when the opponent is the Indianapolis Colts?,1
"On december 16, 1985, all the records were what?",0
"Retrieve all records from the table where the date is December 16, 1985.",1
How many results are there for the 0-4 record?,0
How many results are there in the table where the Record column is between 0 and 4?,1
"How many weeks are there that include the date October 11, 1969.",0
"How many weeks are there in the table where the date is October 11, 1969?",1
"How many weeks are there that include the date November 9, 1969.",0
"How many weeks are there in the table where the date is November 9, 1969?",1
How many records are there at the War Memorial Stadium?,0
How many records are in the table where the Stadium is War Memorial Stadium?,1
"What was the minimum attendance on December 7, 1969?",0
"What is the minimum attendance on December 7, 1969 from the table?",1
What week corresponds to the last one to be played at the memorial stadium?,0
What is the maximum value of the Week column from the table where the Stadium is Memorial Stadium?,1
In which stadium is the week 5 game played?,0
What is the stadium for the week numbered 5?,1
In Penney's game what is the probability where the 1st player wins if the probability of a draw is 8.28% and the 2nd player chooses B BR?,0
What is the probability that the first player wins if the probability of a draw is 8.28% and the second player's choice is B?,1
"If the first player chooses RB B, what is the second player's choices?",0
What is the second player's choice from the table where the first player's choice is RB B?,1
What is the probability where the second player wins where their choice is R RB and the first player has a 5.18% chance of winning?,0
What is the probability that the second player wins if their choice is R RB and the probability that the first player wins is 5.18%?,1
What are the chances the first player will win if the 2nd player has an 80.11% chance of winning with the choice of R RB?,0
What is the probability that the first player wins if the second player's win probability is 80.11% and their choice is R RB?,1
What are the chances that player 2 wins if player 1's choice is BB R?,0
What is the probability that the second player wins if the first player's choice is BB?,1
How high is the chance that player 1 wins if player 2 has an 88.29% chance of winning with the choice of R RB?,0
What is the probability that the first player wins if the second player's win probability is 88.29% and their choice is R RB?,1
 what is the nfl team where player is thane gash,0
What is the NFL team of the player named Thane Gash?,1
what is the maximum pick # where player is anthony blaylock,0
What is the maximum pick number for the player named Anthony Blaylock?,1
 what's the nfl team where player is clifford charlton,0
What is the NFL team of the player named Clifford Charlton?,1
 what's the position where player is anthony blaylock,0
What is the position of the player named Anthony Blaylock?,1
what is the minimum pick # where position is defensive tackle,0
What is the minimum pick number for players positioned as Defensive Tackle?,1
Which province has a density of 971.4?,0
What is the province where the density is 971.4?,1
What is Friesland's gdp per capita?,0
"What is the minimum GDP per capita (2003, in €) for the province of Friesland?",1
What is the area of the place that has a population density of 331.4?,0
What is the maximum area (in km²) of the table where the density is 331.4?,1
Which province has a gdp of 38355€  million euros?,0
"What is the province where the GDP (2003, PPS in mil. € ) is 38355?",1
What is the population estimate for the place that gad a 18496€  million euro gdp?,0
"What is the population (2004 estimate) of the country where the GDP (2003, PPS in mil. € ) is 18496?",1
"What is the title when original air date is may15,2008?",0
"What is the title of the show that originally aired on May 15, 2008?",1
What is the highest no. in season?,0
What is the maximum number in the season from the table?,1
Who directed the episode where u.s. viewers (million) is 12.90?,0
What is the director of the movie where U.S. viewers (million) equals 12.90?,1
"How many episodes aired in Region 2 beginning May 26, 2008?",0
"What is the minimum number of episodes (Ep) from the table where the Region 2 date is May 26, 2008?",1
What date did the DVD for season six come out in region 2?,0
"What is the region associated with ""Season Six"" in the table?",1
What is the least amount of season epidsodes?,0
What is the minimum number of episodes (Ep) from the table?,1
"What DVD season/name for region 2 was released August 22, 2010?",0
"What is the name of the DVD where the Region 2 date is August 22, 2010?",1
How many points for 2005?,0
How many points were recorded in the season of 2005?,1
what is the score for the dams?,0
What is the points for the team named DAMS?,1
how many positions in 2009?,0
How many positions were there in the table for the season 2009?,1
what is the least number of poles?,0
"What is the minimum value of the column named ""Poles"" from the table?",1
Which series with 62 points?,0
Retrieve the series where the points are equal to 62.,1
What is the total for 10th position?,0
How many points are associated with the position that is ranked 10th?,1
how many reports of races took place on october 16?,0
How many reports were submitted on October 16?,1
what is the name of the report that lists the race name as long beach grand prix?,0
"What is the report for the race named ""Long Beach Grand Prix""?",1
what is the report called where the circuit took place at the nazareth speedway?,0
What is the report associated with the circuit named Nazareth Speedway?,1
what is the name of the race where newman/haas racing is the winning team and rick mears is at the pole position?,0
What is the race name where the winning team is Newman/Haas Racing and the pole position is Rick Mears?,1
meadowlands sports complex is the circuit at which city/location?,0
"What is the city or location associated with the circuit ""Meadowlands Sports Complex""?",1
What is the literacy rate for groups that grew 103.1% between 1991 and 2001?,0
What is the literacy percentage from the table where the growth (1991–2001) is 103.1%?,1
What is the lowest sex ratio in rural areas?,0
"What is the minimum value of the ""Sex ratio (rural)"" column from the table?",1
What is the lowest child sex ratio in groups where employment is 31.3%?,0
What is the minimum sex ratio (child) where the work participation (%) is 31.3%?,1
What is the population percentage of the group where the rural sex ratio is 953?,0
What is the population percentage where the sex ratio (rural) is 953?,1
"What is the original air date for the title ""felonious monk""?",0
"What is the original air date of the episode titled ""Felonious Monk""?",1
What is the title of the episode directed by Peter Markle and written by Jerry Stahl?,0
What is the title of the movie directed by Peter Markle and written by Jerry Stahl?,1
"How many episodes were titled ""identity crisis""?",0
"How many movies are directed by someone whose title is ""Identity Crisis""?",1
Who does the lap-by-lap in 2011?,0
Retrieve the lap-by-lap data from the table where the year is 2011.,1
Which network has Marty Reid as host and lap-by-lap broadcaster?,0
Retrieve the Network from the table where Lap-by-lap and Host are both Marty Reid.,1
How many pre-race analysis occur when Allen Bestwick does the lap-by-lap?,0
"How many times does the term ""Pre-race analyst"" appear in the table where ""Lap-by-lap"" is equal to ""Allen Bestwick""?",1
What's the highest season number of an episode in the series?,0
What is the maximum number in the season from the table?,1
"When did the episode titled ""Lucky Strike"" air for the first time?",0
"What is the original air date of the episode titled ""Lucky Strike""?",1
"Who was the writer of the episode titled ""One Hit Wonder""?",0
"What is the writer of the song titled ""One Hit Wonder""?",1
What's the date of the first airing of the episode with series number 63?,0
What is the original air date of the episode with No. in series = 63?,1
How many titles got a viewership of 26.53 million?,0
How many titles have a U.S. viewers (millions) value of 26.53?,1
How many viewers tuned into the show directed by Matt Earl Beesley?,0
What is the number of U.S. viewers in millions from the table where the director is Matt Earl Beesley?,1
Who wrote episode 94?,0
"What is the ""Written by"" entry from the table where the ""No. in series"" is 94?",1
Which episode was the number in the season where the number in the season is 10?,0
"Retrieve the ""No. in series"" from the table where ""No. in season"" is equal to 10.",1
"How many episodes were in the season that had the epiosde of ""crow's feet""?",0
"What is the ""No. in season"" for the title ""Crow's Feet""?",1
When did the 113 episode air?,0
What is the original air date of the episode with No. in series = 113?,1
How many titles were there for the 113 episode?,0
"How many entries have the ""No. in series"" value of 113 in the table?",1
What is the number in the season that Marlene Meyer wrote and 20.49 million people watched?,0
What is the maximum number in the season for episodes written by Marlene Meyer with 20.49 million U.S. viewers?,1
When did the no. 23 show originally air?,0
What is the original air date for the season numbered 23?,1
Which circuits had a race on October 4?,0
What is the circuit on October 4?,1
In which reports does Michael Andretti have the pole position and Galles-Kraco Racing is the winning team?,0
Retrieve the report where the pole position is Michael Andretti and the winning team is Galles-Kraco Racing.,1
How many rounds were there of the Bosch Spark Plug Grand Prix?,0
"How many times has the race ""Bosch Spark Plug Grand Prix"" been held?",1
Which rounds were held on August 9?,0
Retrieve the value of Rnd from the table where the Date is August 9.,1
On how many dates did the Michigan International Speedway hold a round?,0
How many entries are there in the table where the Circuit is Michigan International Speedway?,1
Name the total number of bids of the sun belt conference,0
How many bids were made for the Sun Belt conference?,1
Name the round of 32 in conference usa,0
"What is the ""Round of 32"" from the table where the conference is Conference USA?",1
What is the record when round of 32 is 0 and metro atlantic conference?,0
Retrieve all records where the Round of 32 is 0 and the Conference is Metro Atlantic.,1
What is the number of bids with elite eight larger than 1.0,0
What is the number of bids where the Elite Eight value is greater than 1.0?,1
Who directed the episode with production code 7aff03?,0
What is the director of the production with the production code 7AFF03?,1
What is the title of the episode wtih 10.34 million U.S viewers?,0
What is the title of the show that has 10.34 million U.S. viewers?,1
What place is the team that completed 6 races?,0
What is the position of the team that has raced 6 times?,1
"how much did the british formula three called ""fortec motorsport"" score?",0
What is the Points value for the British Formula Three series with the team name Fortec Motorsport?,1
how many races were in 2009 with 0 wins?,0
Retrieve the races where the season is 2009 and there are zero wins.,1
What years did art grand prix compete?,0
"What is the season associated with the team named ""ART Grand Prix""?",1
What year had a score of 9?,0
What is the season associated with the team that has 9 points?,1
what is the greatest number of wins by japanese formula three?,0
"What is the maximum number of wins in the Series named ""Japanese Formula Three""?",1
Who took test #4?,0
Select the test-taker from the table where the value is 4.,1
What episode aired on 18 April 2007?,0
What is the minimum value in the # column from the table where the Air Date is 18 April 2007?,1
Who had the challenge of night driving?,0
"What is the test-taker associated with the challenge ""Night Driving""?",1
How many directors were there for the film Course Completed?,0
"How many directors have a film title used in nomination equal to ""Course Completed""?",1
Who directed El Nido?,0
"What is the director of the movie titled ""El nido""?",1
Who directed Dulcinea?,0
"What is the director of the movie titled ""Dulcinea""?",1
What are the slovenian names of the villages that had 65.9% of slovenes in 1951?,0
What is the village name in Slovenian where the percentage of Slovenes in 1951 was 65.9%?,1
What are the slovenian names of the villages that had 16.7% of slovenes in 1991?,0
What is the village name in Slovenian where the percentage of Slovenes in 1991 was 16.7%?,1
How many villages had 21.7% of slovenes in 1991?,0
How many villages have a percentage of Slovenes in 1991 equal to 21.7%?,1
what percent of slovenes did the village called čahorče in slovenian have in 1991?,0
What is the percentage of Slovenes in the village of Čahorče according to the data in the table for the year 1991?,1
What is the slovenian name for the village that in german is known as st.margarethen?,0
What is the Slovenian name of the village known as St. Margarethen in German?,1
"For games on December 20, how many points did the scoring leaders get?",0
What are the high points on December 20?,1
Who was the scoring leader and how many points did he get in games on December 23?,0
Retrieve the high points for December 23 from the table.,1
What is the pick # for the position de?,0
What is the pick number for the entry where the position is DE?,1
Which player went to college at Saint Mary's?,0
What is the name of the player who attended Saint Mary's college?,1
What is the position for the player with cfl team Winnipeg blue bombers?,0
"What is the position of the team named ""Winnipeg Blue Bombers"" in the table?",1
Which player went to college at Laval?,0
What players went to Laval University?,1
What was the college for the player with the cfl team of Edmonton Eskimos (via calgary)?,0
What is the college associated with the Edmonton Eskimos (via Calgary) team?,1
What's the team of the player from St. Francis Xavier College?,0
What is the CFL team associated with the college named St. Francis Xavier?,1
What player is on the Montreal Alouettes CFl team?,0
What is the player associated with the CFL team Montreal Alouette?,1
What's the pick number of the player from Toronto Argonauts?,0
"What is the minimum ""Pick #"" for the team ""Toronto Argonauts"" in the table?",1
What's the pick number of the player whose position is CB?,0
"Select the ""Pick #"" from the table where the position is CB.",1
What's the pick number of the player from New Mexico?,0
What is the maximum pick number for players from New Mexico?,1
What player went to Ohio State College?,0
What players attended Ohio State University?,1
What is the minimum introduced value for the Departmental region?,0
"What is the minimum value of the ""Introduced"" column from the table where the ""Region"" equals the ""Departmental"" column?",1
What is the smallest introduced value?,0
"What is the minimum value of the ""Introduced"" column from the table?",1
Which CFL Teams drafted an OL in 2006?,0
Select the CFL team where the position is OL.,1
Which college is aligned to the Saskatchewan Roughriders?,0
What is the college of the player who plays for the Saskatchewan Roughriders CFL team?,1
What Position did the Hamilton Tiger-Cats (via Ottawa) pick in the 2006 Draft.,0
"What is the position of the team named ""Hamilton Tiger-Cats (via Ottawa)""?",1
What is the earliest pick listed in the table.,0
"What is the minimum value of the column named ""Pick #"" from the table?",1
What episode number had production code e4423?,0
What is the maximum number in the season for the production code E4423?,1
What's the latest episode in a season where the U.S. viewers totaled 14.37 million?,0
What is the maximum number in the season where the U.S. viewers (millions) are 14.37?,1
"Who directed the episode ""Escape""?",0
"What is the director of the movie titled ""Escape""?",1
"How many seasons is the season finale on May 26, 2010?",0
"How many seasons have a finale on May 26, 2010?",1
"What episodes are there where the season premier is September 23, 2009?",0
"What are the episodes associated with the season premiere on September 23, 2009?",1
What is the season finale for season 4?,0
"What is the ""Season finale"" for the season with Season number 4?",1
How many season premiers have a rank of #21?,0
What is the season premiere of the item with rank 21?,1
"What are the seasons where September 26, 2007 is the season premier?",0
"What is the TV season that premiered on September 26, 2007?",1
What max processor has a maximum memory of 256 gb?,0
What is the maximum number of processors available when the maximum memory is 256 GB?,1
What is the max memory of the t5120 model?,0
What is the maximum memory of the model named T5120?,1
