text,label
What is the maximum memory of the T5120 model?,1
What is the county for the Irish name Carna?,0
What is the division number for the first round?,1
what percent of slovenes did the village called čahorče in slovenian have in 1991?,0
Who directed the episode with production code 7aff03?,0
who are all the runner-up for premier in richmond,0
When did the no. 23 show originally air?,0
Name the joined for the wolfpack women's nickname,0
What was the actor's name for best debut?,0
What is the number of relapsing fever when malaria is 3000,1
How many players were with the school or club team La Salle?,0
What year was a movie with the original title La Leggenda del Santo Bevitore submitted?,0
How many years has BBC One ranked 20th?,1
Who does the lap-by-lap in 2011?,0
How many players portrayed Mrs. Darling in the 1999 Broadway production?,1
what's the doubles w-l for player seol jae-min (none),0
Name the species when petal width is 2.0 and petal length is 4.9,1
What was the total number of Class AAA during the same year that Class AAA was White Oak?,0
"For the functional type of light ball, what were the other features?",0
What was the cyclone's pressure in the storm where the death rate was equal to 95km/h (60mph)?,1
"Who wrote the episode that was set in winter 1541/february 13, 1542?",0
Which overall pick number went to college at Youngstown State?,0
Who replaced when position in table is pre-season?,0
What is the date of appointment when the date of vacancy is 21 december 2007?,0
Which episode was the number in the season where the number in the season is 10?,0
Who was on the Toronto Raptors team from 1995-96?,1
Who directed the episode where u.s. viewers (million) is 12.90?,0
What are the slovenian names of the villages that had 16.7% of slovenes in 1991?,0
What is the canton of Grande Dixence?,1
How many directors were there in the film Course Completed?,1
What is the population of the English name Spiddal?,1
who is the manufacturer for the order year 1998?,0
What years is player Im Chung-Yang played,1
Name the sepal width for i.virginica with a petal length of 5.1,1
"Where the mantra is ""oṃ yaṃ vāyuve namaḥ"", what is the direction of the guardian?",1
What type of institution is Point Park University?,1
 what is the nfl team where player is thane gash,0
What school did the player that has been in Toronto from 2010-2012 go to?,0
"When was the episode titled ""Lucky Strike"" first aired?",1
What positions do the hartford whalers nhl team have?,0
What is the player where inns is 21,1
The game number of 8 had a record of what?,0
"what's the league where regular season is 2nd, northwest",1
What teams had 9 in the top 5 and 1 wins?,0
"How many villains appeared in the episode titled ""The Tale of the Virtual Pets""?",0
Name the number of species with sepal width of 3.4 and sepal length of 5.4,1
what's the points with driver  mark martin,0
What's the pick number of the player whose position is CB?,0
what is the fuel propulsion where the fleet series (quantity) is 310-329 (20)?,1
How many touchdowns were scored in the year with a completion percentage of 56.0?,0
What was the model number introduced in May 1999?,1
What is the date of vacancy when the team is Manchester City and replaced by Mark Hughes?,1
In which year was the championship held at Wimbledon (2)?,1
Where is the week 5 game played in the stadium?,1
How many birthdays does Earl Hanley Beshlin have?,0
How many countries (endonym) has the capital (endonym) of Jakarta?,0
which player is from georgia,0
What place is the team that completed 6 races?,0
"What are the seasons where September 26, 2007 is the season premiere?",1
How many starts did Hendrick motorsports have?,0
What is the number of wins for GP2 Series for Racing Engineering?,1
How many counties in Kerry have 53% Irish speakers?,1
What high school team did Doug Nolan play for?,0
What is the current singles ranking for the player named Mantas Bugailiškis?,1
"What episode number of the season was ""The Northern Uprising""?",0
What is the print resolution (FPI) for December 2002?,0
What's the team of the player from St. Francis Xavier College?,0
How many winners are there in farma?,1
What is the maximum value of Total Goals?,1
What is the area of the place that has a population density of 331.4?,0
What position did the #10 draft pick play?,0
What is the main presenter of bulgaria?,0
"What is the original air date for the title ""felonious monk""?",0
"What is the wheel arrangement for the train in Riverdale, Georgia?",1
What is the highest choice?,0
Who is the lady pilot on the left?,1
What is the date of appointment when replaced by is roy hodgson?,0
What if we two where you two is ngipen?,1
"How many scores did Goodman give to ""samba / young hearts run free"", which was in second place?",0
What is the lowest child sex ratio in groups where employment is 31.3%?,1
"That is the year founded for the institution location of Nashville, Tennessee?",0
What is we two when the case/suffix is loc.?,1
Who is the team of the player from St. Francis Xavier College?,1
How many directors were there for the film Course Completed?,0
What is the largest number for an episode that was written by Allison Lea Bingeman?,1
what is the minimum pick number where position is defensive tackle,1
What is the nickname for the wolfpack women's team?,1
What position does Loren Woods play?,1
"what is the production code for the title ""skirting the issue / moon over my yinnie""",1
How many times is the formula tl 2 ba 2 cuo 6?,1
"How many records are listed on Friday, May 25?",1
what's the salmonella with shigella being ipgc,0
What is the title of the episode wtih 10.34 million U.S viewers?,0
how many positions in 2009?,0
"Does the Ghana Scout Association (founded in 1912) accept boys, girls, or both?",1
What is the playoffs for the usl pro select league?,0
Name the sepal width when sepal length is 6.5 and petal width is 2.2,0
What nationality is the player Muggsy Bogues?,0
"How many weeks include the date October 11, 1969.",1
Which films does the actor Alla Sergiyko star in?,0
How many teams had a #1 draft pick that won the Rookie of the Year Award?,0
What is the max gross weight of the Robinson R-22?,0
What is the greatest round of overall 83?,0
"Who was the succesor that was formally installed on November 8, 1978?",0
Which player is on the Montreal Alouettes CFL team?,1
"Who is the storyteller in the episode titled ""The Tale of the Jagged Sign""?",1
What is the population estimate for the place that gad a 18496€  million euro gdp?,0
"How many opponents were faced on Saturday, June 9?",1
"What score did Goodman assign to all songs that had safe results, which received a 7 from Horwood and have a total score of 31?",1
What actor was nominted for an award in the film Anastasiya Slutskaya?,0
what is the minimum pick # where position is defensive tackle,0
What is Bruce Cerone overall?,0
Which circuits had a race on October 4?,0
How many mileposts are there along Anne Street?,1
What film did michaylo ilyenko make with best actor in a supporting role?,0
What episode number had production code e4423?,0
what's the estimated deaths during the operational period of 17 march 1942 – end of june 1943,1
What's the pick number of the player from New Mexico?,0
Who was Class AAA during the same year that Class A was (tie) Apple Springs/Texline?,0
How many founding dates are listed for Carlow University?,1
what is the name of the race where newman/haas racing is the winning team and rick mears is at the pole position?,1
"How many books have the title ""The Tale of The Room For Rent""",1
Which movies does the actor Alla Sergiyko appear in?,1
What is the total number of poles for arden international?,0
How many viewers tuned into the show directed by Matt Earl Beesley?,0
What is the title of the track that is 5 minutes and 30 seconds long?,1
what's the occupied territory with operational period of may 1940 – january 1945,0
Who are you two when you two are speaking Ngipelngu?,1
How many original titles did Marriage Italian-Style have? ,0
What's the latest episode in a season where the U.S. viewers totaled 14.37 million?,1
What is the number of the player from Boise State?,1
How many 2001 censuses are there on number 13?,1
what is the maximum year where the regular season is 4th in the northwest,1
"What is the episode number of the season titled ""The Northern Uprising""?",1
What was the lowest number of votes Scotland cast?,0
Where does Route 24 intersect?,0
Which person is in the tronto/broadway and has a uk tour of n/a,0
How many votes did Southern England cast while Northern Ireland cast 3?,1
When is the appointment date replaced by Roy Hodgson?,1
what is the episode number for production code 227,1
"The season premiere aired on September 11, 2000 aired on how many networks? ",0
what's the current country of location with operational period  of summer of 1941 to 28 june 1944,0
what are all the regular season games for the year 2011,1
Who is the writer of Episode #3?,1
What are the chances the first player will win if the 2nd player has an 80.11% chance of winning with the choice of R RB?,0
how many times is the fleet series (quantity) is 468-473 (6)?,0
During what period did Dell Curry play for Toronto?,0
"What is the title of the episode written by Denis Leary, Peter Tolan and Evan Riley?",1
In which year was the score 9?,1
The game number 8 had a record of what?,1
Who is Bruce Cerone overall?,1
what is the typhoid fever number for the year 1934,1
what is the occupied territory with operational period of may 1940 – january 1945,1
"How many institutions are located in wilmore, kentucky and private",0
Which province has a gdp of 38355€  million euros?,0
Which player attended Ohio State College?,1
What school did player number 6 come from?,0
What is who-two where you and i is ngœban?,0
When was Lindenwood University established?,1
"On December 16, 1985, all the records were what?",1
"If the first player chooses RB B, what is the second player's choices?",0
What is the model number introduced May 1999?,0
What character did Drake English play in the 1998 Broadway?,1
what is the fuel propulsion where the fleet series (quantity) is 310-329 (20)?,0
What is the crystal structure for the formula YBa2Cu3O7?,1
Which college did the Rookie of the Year from the Columbus Crew attend?,1
what is the greatest number of wins by japanese formula three?,0
What is the total for the 10th position?,1
How many seats were secured in the election among 125 candidates?,1
What is the league apps for season 1923-24?,0
How many nationalities does the pick 193 have?,1
What is the county associated with the Irish name Carna?,1
"How many episodes had the title ""voicemail""?",1
How many 2001 censuses are there on number 13?,0
Where does Route 24 cross?,1
Which team does Keith Mccambridge belong to?,1
What position is played by pick 255 overall?,0
Who were the operational owners during the construction date of April 1892?,1
Who replaced when the team is Wigan Athletic?,1
what is the score for the dams?,1
The record of 7-3 had the largest attendance of what?,1
What were the active dates for the storm that caused 185km/h (115mph) deaths?,1
How many winners are there of farma?,0
In which reports does Michael Andretti have the pole position and Galles-Kraco Racing is the winning team?,1
Which episode was the number in the season where the season number is 10?,1
"Who was the writer of the episode titled ""One Hit Wonder""?",0
Which street is 12.2 miles long?,1
"In which year did the BBC Two achieve a total viewing figure of 7,530,000?",1
What episode number had production code E4423?,1
How many mileposts are there on Anne Street?,0
What is the total number of music genre/style in which the lyrics are a detective story?,0
How many wins happened in 1983?,0
What is the current series that started a new series in June 2011?,1
What was the original air date of an episode set in 1544?,0
what is the original air date of the episode no in season 9?,0
Which player was selected in round 17?,1
Who played in the 1991 Broadway before Barbara McCulloh played the part in the 1999 Broadway?,1
Who is the actress who was nominated for best actress in a leading role in the film Chopin: Desire for love?,1
"How many records are listed on Friday, May 25?",0
What was the number of nominations for Natalia Raskokova?,1
How many wheels does the train owned by Texas and New Orleans Railroad #319 have?,0
What is the name of the 375 crest length?,0
Name the left of the Lady Pilots.,0
"What is the title when the original air date is May 15, 2008?",1
what is the typhoid fever number for the year 1929,1
Who was Class AAAAA during the school year of 1995-96?,0
How many records are there at the War Memorial Stadium?,0
what's the points with driver  rusty wallace,0
Which overall pick was traded to the Cleveland Browns?,0
"What is the nickname for the Jacksonville, Florida area?",1
"When the scoring rank was 117, what was the best finish?",1
What is main presenters of La Granja?,0
In which week was the first game played at the Commerzbank-Arena?,1
"what is the total number of playoffs where regular season is 6th, southwest",0
"What is the number of schools in Bloomington, IN?",1
What is the name of the round of 32 in Conference USA?,1
What are the weapons used by guardians for the direction East?,0
"What is the appointment date when the vacancy date is December 21, 2007?",1
HOW MANY TEMPERATURE INTERVALS CAN BE USED WITH ACRYL?,1
"What was the minimum attendance on December 7, 1969?",1
What is the total number of poles at Arden International?,1
What is the population for the English name Spiddal?,0
In Penney's game what is the probability where the 1st player wins if the probability of a draw is 8.28% and the 2nd player chooses B BR?,0
How many songs received a 10 from Goodman and were rated by Tonioli?,1
what is the maximum pick number where player is anthony blaylock,1
What was the actor's name for Fuchzhou and nomination was best non-professional actor?,1
What is the date of vacancy when the team is manchester city and replaced by is mark hughes?,0
What is the population of County Mayo with the English name Carrowteige?,1
Name the sepal width when sepal length is 6.5 and petal width is 2.2,1
Which country (exonym) is the country (endonym) isle of man ellan vannin?,0
what's the estimated deaths with operational period of 17 march 1942 – end of june 1943,0
"What is the number of chapters listed for the fraternity with a headquarters in Austin, Texas?",0
Which overall pick number went to college at Youngstown State?,1
Where is the headquarters of Alpha Nu Omega?,1
What is the guardian mātṛkā for the guardian whose consort is Svāhā?,1
In which year was number 7 constructed?,1
"What is the number of episodes named ""identity crisis""?",1
Which circuits had a race on October 4th?,1
Name the number of species with sepal width of 3.4 and sepal length of 5.4,0
In which stadium is the week 5 game played?,0
"How many episodes were titles ""voicemail""?",0
How many characters is by Babs Rubenstein?,0
"How many villains were featured in the episode titled ""The Tale of the Virtual Pets""?",1
Which teams had 9 in the top 5 and 1 wins?,1
how many race reports were there on october 16?,1
How many seats were won in the election with 125 candidates?,0
"How many episodes were in the season that had the episode of ""crow's feet""?",1
What teams do the players from TPS (Finland) play for?,0
What is the nationality of Shayne Wright?,0
Which province has a density of 971.4?,0
Who wrote episode #1 in season 7?,0
What was the number of touchdowns scored in the year when the completion percentage was 56.0?,1
Which street is 12.2 miles long?,0
When was Kamba active?,0
In what years was Marcus Banks in Toronto?,1
How many numbers does Fordham school have?,1
What is the population percentage of the group having a rural sex ratio of 953?,1
What is the highest season number of an episode in the series?,1
During which years was Marcus Banks in Toronto?,0
What is the population for the Irish name Leitir mealláin?,1
What was the most cup goals for season 1911-12?,1
All players are positioned at mark Polak.,1
How many individuals play Frank in London?,1
What was the film Falling up nominated for?,0
what's the player where 50 is 2 and n/o is 0,1
"When did the episode titled ""Lucky Strike"" air for the first time?",0
What is the name of the episode told by Kiki and directed by Will Dixon?,1
On how many dates did the Michigan International Speedway hold a round?,0
What is the number of bids with elite eight larger than 1.0,0
On how many dates did the Michigan International Speedway hold a race?,1
What year was a movie with the original title La Leggenda del Santo Bevitore submitted?,1
Which country is the player who came from Georgetown?,1
"Who are the villains in the episode titled ""The Tale of the Forever Game""?",0
What film did Michaylo Ilyenko make with best actor in a supporting role?,1
What is the name of the 375 crest length?,1
Who was the top picki n the draft?,0
what is the highest number of wins by Japanese Formula Three?,1
What is the minimum introduced value for the Departmental region?,0
Where is the headquarters of Alpha Nu Omega,0
"Who was the successor that was officially installed on November 8, 1978?",1
How many birthdays does Earl Hanley Beshlin have?,1
What is the album namethat has the track title Sweetness 甜甜的 (tián tián de)?,0
What was the color of the bullet tip for the headstamp id of h2?,1
how many have the number eight,1
Who is the director of the episode that Scott Peters is the writer?,1
"What college, junior, or club teams do the players from the St. Louis Blues come from?",1
Which person is on the tronto/broadway and has a uk tour of n/a,1
What is the least number of candidates running were there when 80 seats were won?,0
"what's the occupied territory with estimated deaths of 600,000",1
what is the episode # for production code 227,0
How many Australians were in the UN commission on Korea?,0
Which general election had a PQ majority and a 44.75% of the popular vote?,1
How many votes did Northern Ireland cast if the total was 35?,0
Which player was chosen in round 17?,0
Where is milepost 12.8?,1
What is the probability that player 1 will win if player 2 has an 88.29% chance of winning with the choice of R RB?,1
Which college has the men's nickname of the blazers?,0
how many founded dates are listed for carlow university 1,0
What is the number for Tc (k) when the notation is TL-2212?,1
"Which countries have a scouting organization that was founded in 1926, and joined WOSM in 1930?",0
What is we two where you two is ngipen?,0
"What positions does the college/junior/club team, Molot Perm (Russia) have?",1
Which position does Loren Woods play?,0
What was the college for the player with the CFL team of Edmonton Eskimos (via Calgary)?,1
Which player went to college at Saint Mary's?,0
What is the total number of music genre/style in which the lyrics tell a detective story?,1
What is the men's nickname at the school that has the lady wildcats as its women's nickname?,1
What was the actors name that vadim ilyenko directed?,0
The record of 7-3 had the largest attendance of what?,0
Which general election had a pq majority and a 44.75% of the popular vote?,0
What is the name of Lago di Luzzone?,1
What weapon is used by the guardian whose consort is śacī?,0
what's the salmonella with shigella being ipgc,1
what's the salmonella with escherichia being sepb (escn),0
"Who directed the episode ""Escape""?",1
what is the minimum attendance with score 8.16 (64) – 8.12 (60),1
what's the land area with seat of rcm being granby,0
"When the scoring rank was 117, what was the best finish?",0
"When the best finish was T69, how many people came in 2nd?",0
"How many institutions are located in Wilmore, Kentucky and private",1
When was the DVD for season six released in region 2?,1
 what's the average where high score is 120,0
"Who wrote the episode that was set in winter 1541/february 13, 1542?",1
"In the Datsun Twin 200 race, what was the fastest lap?",0
Who are the actors from Ukraine?,1
What was the number of Australians in the UN commission on Korea?,1
How many votes did Wales cast when Northern England cast 6?,0
What was Johnny Rutherford's fastest lap while Al Unser was the pole position?,0
"What is the smallest pick for the player, Brett Lindros?",1
What is the max memory of the t5120 model?,0
What is the name where lago di luzzone is?,0
Which province has a population density of 971.4?,1
What year was number 7 built?,0
What is the population for County Mayo with the English Name Carrowteige?,0
Which rounds took place on August 9?,1
What year had a score of 9?,0
What is the total number of bids in the Sun Belt Conference?,1
Which series with 62 points?,0
What is the enrollment for the institution that was founded in 1866 and is a private/(african methodist) type?,0
Who were the operational owners during the construction date of April 1892?,0
What was the number of villages that had 21.7% of Slovenes in 1991?,1
What movie did Vadim Ilyenko direct?,1
How many rounds were there of the Bosch Spark Plug Grand Prix?,0
How many points for 2005?,0
Who directed El Nido?,1
"Who is the writer of the episode titled ""Black""?",1
Which positions were in Toronto in 2004?,0
What is the record when round of 32 is 0 and Metro Atlantic Conference?,1
How many primers annulus colors were there when the color of the bullet tip was white?,1
What are the directions for the guardian whose graha (planet) is bṛhaspati (Jupiter)?,0
What is who-two where you and I is ngœban?,1
"Does the Scout Association of Hong Kong accept boys, girls, or both?",1
Which actors are from Ukraine?,0
What is the least amount of season epidsodes?,0
What is the population for the Irish Name Leitir mealláin?,0
What is we two when the case/suffix is loc.?,0
What is the probability that the first player will win if the second player has an 80.11% chance of winning with the choice of R RB?,1
How many top tens had an average start of 29.4?,0
What is the pick # for the position de?,0
How many wins were there when the money list rank was 183?,0
What is the Irish name listed with 62% Irish speakers?,0
"What was the minimum attendance on December 7, 1969?",0
Who took over when the position in the table was pre-season?,1
what is the report called where the circuit took place at the nazareth speedway?,0
What club team is Per Gustafsson play for?,0
what is the maximum pick # where player is anthony blaylock,0
What is the smallest number of poles?,1
What is Australia's role in the UN operation UNAMID?,1
When was the train 2053 constructed?,1
how many function / genus → with escherichia being espd,1
what's the minimum attendance with score 10.16 (76) – 9.22 (76),1
"What is the founding year of the institution located in Nashville, Tennessee?",1
Which player attended college at Saint Mary's?,1
What circuit was the race where Hideki Mutoh had the fastest lap?,1
what is the name of the race where newman/haas racing is the winning team and rick mears is at the pole position?,0
"What is the number of chapters listed for the fraternity that has its headquarters in Austin, Texas?",1
Which high school team did Doug Nolan play for?,1
How many times is the formula tl 2 ba 2 cuo 6?,0
"How many matches were scored 3–6, 7–6(5), 6–3?",1
How many playerd Mrs. Darling in the 1999 Broadway?,0
